name,status,nvar,nvar_bin,nvar_int,nvar_cont,ncons,nnz,group,obj,tags
fhnw-schedule-paira200,open,20300,20100,0,200,40000,119746,schedule,-19.157058350349338*,variable_bound mixed_binary
fhnw-schedule-paira400,open,80600,80200,0,400,160000,479504,schedule,-35.4988125672093*,variable_bound mixed_binary
fhnw-schedule-pairb200,open,40200,40000,0,200,99554,298554,schedule,-19.24094384259708*,precedence variable_bound invariant_knapsack mixed_binary
fhnw-schedule-pairb400,open,160400,160000,0,400,399096,1197096,schedule,-35.45718061898704*,precedence variable_bound invariant_knapsack mixed_binary
fhnw-sq2,hard,650,625,25,0,91,1968,fhnw-sq,0,feasibility precedence set_partitioning integer_knapsack general_linear
fhnw-sq3,hard,2450,2401,49,0,167,7372,fhnw-sq,Infeasible,infeasible feasibility precedence set_partitioning integer_knapsack general_linear
fiball,easy,34219,33960,258,1,3707,104792,--,138,benchmark decomposition benchmark_suitable aggregations precedence set_partitioning general_linear
fiber,easy,1298,1254,0,44,363,2944,--,405935.18,decomposition aggregations set_partitioning cardinality general_linear
fillomino7x7-0i,easy,12877,4821,4443,3613,17518,33300,fillomino,0,feasibility indicator numerics aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack mixed_binary general_linear
fjspeasy01i,easy,17847,8849,8998,0,27264,46454,fjsp,253,indicator numerics aggregations precedence variable_bound set_packing invariant_knapsack general_linear
flugpl,easy,18,0,11,7,18,46,--,1201500,aggregations variable_bound general_linear
flugplinf,easy,18,0,11,7,19,64,--,Infeasible,infeasible aggregations variable_bound general_linear
g200x740,easy,1480,740,0,740,940,2960,fixed-cost-network-flow,44316,decomposition benchmark_suitable variable_bound mixed_binary
g503inf,easy,48,24,0,24,41,144,--,Infeasible,infeasible variable_bound binpacking knapsack mixed_binary
gasprod1-1,open,10920,4053,0,6867,27695,201348,gasprod,291.51163698498203*,numerics aggregations precedence variable_bound invariant_knapsack binpacking knapsack mixed_binary
gasprod1-2,easy,10752,3716,0,7036,27169,200460,gasprod,983.039488258,numerics aggregations precedence variable_bound invariant_knapsack binpacking knapsack mixed_binary
gasprod1-3,easy,10752,3717,0,7035,27169,200463,gasprod,2310.0993127,numerics aggregations precedence variable_bound invariant_knapsack binpacking knapsack mixed_binary
gasprod2-1,easy,29568,7389,0,22179,73448,282846,gasprod,1628548.2968,numerics aggregations precedence variable_bound invariant_knapsack binpacking mixed_binary
gasprod2-2,easy,29568,6826,0,22742,72728,280740,gasprod,1375631.6625,numerics aggregations precedence variable_bound set_packing invariant_knapsack binpacking mixed_binary
gen,easy,870,144,6,720,780,2592,--,112313.362718,decomposition variable_bound integer_knapsack mixed_binary general_linear
gen-ip002,easy,41,0,41,0,24,922,generated,-4783.733392,benchmark benchmark_suitable general_linear
gen-ip016,easy,28,0,28,0,24,672,generated,-9476.155197,general_linear
gen-ip021,easy,35,0,35,0,28,945,generated,2361.45419519,benchmark_suitable general_linear
gen-ip036,easy,29,0,29,0,46,1303,generated,-4606.67961,benchmark_suitable general_linear
gen-ip054,easy,30,0,30,0,27,532,generated,6840.96564179,benchmark benchmark_suitable variable_bound general_linear
genus-g31-8,open,3484,3482,1,1,32047,401147,genus,-23*,numerics set_partitioning set_covering cardinality invariant_knapsack knapsack general_linear
genus-g61-25,open,14380,14378,1,1,94735,332877,genus,-34*,numerics set_partitioning set_covering cardinality invariant_knapsack knapsack general_linear
genus-sym-g31-8,open,3484,3482,1,1,32073,401199,genus,-21*,numerics precedence set_partitioning set_covering cardinality invariant_knapsack knapsack general_linear
genus-sym-g62-2,open,12912,12910,1,1,78472,275855,genus,-34.0*,precedence set_partitioning set_covering cardinality invariant_knapsack knapsack general_linear
genus-sym-grafo5708-48,open,3379,3377,1,1,20538,72579,genus,-21*,precedence set_partitioning set_covering cardinality invariant_knapsack knapsack general_linear
ger50-17-ptp-pop-3t,open,4892,0,540,4352,545,14285,ger50,5231.10985069602*,mixed_binary general_linear
ger50-17-ptp-pop-6t,hard,4892,0,540,4352,545,14285,ger50,8942.6328,mixed_binary general_linear
ger50-17-trans-dfn-3t,open,22414,0,18062,4352,499,172035,ger50,3969.4334*,mixed_binary general_linear
ger50-17-trans-pop-3t,open,22414,0,18062,4352,499,172035,ger50,4038.441*,mixed_binary general_linear
ger50_17_trans,hard,22414,0,18062,4352,499,172035,ger50,7393.2618,numerics mixed_binary general_linear
germanrr,easy,10813,5323,5251,239,10779,175547,--,47095869.649,benchmark decomposition benchmark_suitable precedence variable_bound set_partitioning general_linear
germany50-UUM,hard,6971,0,88,6883,2088,20737,network_design,628490,decomposition aggregations mixed_binary general_linear
gfd-schedulen180f7d50m30k18,hard,227535,192408,2025,33102,457985,1233372,gfd-schedule,1,benchmark feasibility benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack mixed_binary general_linear
gfd-schedulen180f7d50m30k18-16i,hard,2226625,1055523,1103442,67660,3447025,7026385,gfd-schedule,47,indicator numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack mixed_binary general_linear
gfd-schedulen25f5d20m10k3i,easy,30916,14783,14556,1577,47093,88245,gfd-schedule,5,indicator numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack mixed_binary general_linear
gfd-schedulen55f2d50m30k3i,easy,90158,40622,42209,7327,129102,260992,gfd-schedule,6,indicator numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack mixed_binary general_linear
ghoulomb4-9-10i,easy,43424,15590,27834,0,56330,118062,ghoulomb,44,indicator numerics aggregations precedence variable_bound invariant_knapsack integer_knapsack general_linear
glass-sc,easy,214,214,0,0,6119,63918,maxfeassub,23,benchmark binary benchmark_suitable set_covering
glass4,easy,322,302,0,20,396,1815,--,1200012599.97238,benchmark benchmark_suitable precedence set_partitioning mixed_binary
gmu-35-40,easy,1205,1200,0,5,424,4843,gmu,-2406733.3688,benchmark benchmark_suitable variable_bound set_packing mixed_binary
gmu-35-50,easy,1919,1914,0,5,435,8643,gmu,-2607958.33,benchmark benchmark_suitable variable_bound set_packing mixed_binary
gmut-75-50,hard,68865,68859,0,6,2565,571475,gmu,-14180699.047,variable_bound set_packing mixed_binary
gmut-76-40,open,24338,24332,0,6,2586,153017,gmu,-14169441.78*,variable_bound set_packing mixed_binary
gmut-76-50,open,68865,68859,0,6,2586,470045,gmu,-14171893.7789212*,variable_bound set_packing mixed_binary
gr4x6,easy,48,24,0,24,34,96,--,202.349999999998,variable_bound mixed_binary
graph20-20-1rand,easy,2183,2183,0,0,5587,19277,graphs,-9,benchmark binary decomposition benchmark_suitable precedence set_partitioning invariant_knapsack
graph20-80-1rand,hard,16263,16263,0,0,55107,191997,graphs,-6,binary decomposition precedence set_partitioning invariant_knapsack
graph40-20-1rand,open,31243,31243,0,0,99067,345557,graphs,-15*,binary decomposition precedence set_partitioning invariant_knapsack
graph40-40-1rand,open,102600,102600,0,0,360900,1260900,graphs,-9*,binary precedence set_partitioning invariant_knapsack
graph40-80-1rand,open,283648,283648,0,0,1050112,3671552,graphs,-7*,binary precedence set_partitioning invariant_knapsack
graphdraw-domain,easy,254,180,20,54,865,2600,graphdraw,19685.9999755004,benchmark benchmark_suitable variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
graphdraw-gemcutter,easy,166,112,16,38,474,1420,graphdraw,7118.5,benchmark_suitable variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
graphdraw-grafo2,open,9258,8844,134,280,203455,612366,graphdraw,72118.5*,variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
graphdraw-mainerd,open,2050,1860,62,128,20661,62350,graphdraw,39852.99999999995*,variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
graphdraw-opmanager,open,4812,4512,96,204,75395,227160,graphdraw,103535.4999999998*,variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
gsvm2rl11,open,2001,500,0,1501,1500,253500,supportvectormachine,18121.63800478*,numerics precedence variable_bound mixed_binary
gsvm2rl12,open,2001,500,0,1501,1500,253500,supportvectormachine,22.12011638092*,numerics precedence variable_bound mixed_binary
gsvm2rl3,easy,241,60,0,181,180,4020,supportvectormachine,0.33652753,benchmark_suitable precedence variable_bound mixed_binary
gsvm2rl5,hard,401,100,0,301,300,10700,supportvectormachine,5.42305352523751,precedence variable_bound mixed_binary
gsvm2rl9,open,801,200,0,601,600,41400,supportvectormachine,7438.181167768*,numerics precedence variable_bound mixed_binary
gt2,easy,188,24,164,0,29,376,--,21165.9999999998,set_packing integer_knapsack general_linear
gus-sch,easy,5475,2736,2736,3,5984,33135,--,-1167,decomposition aggregations precedence variable_bound set_packing set_covering cardinality invariant_knapsack integer_knapsack mixed_binary general_linear
h50x2450,easy,4900,2450,0,2450,2549,12152,fixed-cost-network-flow,32906.880834,decomposition benchmark_suitable variable_bound set_partitioning mixed_binary
h80x6320,easy,12640,6320,0,6320,79,6320,fixed-cost-network-flow,3700,binary decomposition set_partitioning
h80x6320d,easy,12640,6320,0,6320,6558,31521,fixed-cost-network-flow,6382.099048246,benchmark decomposition benchmark_suitable variable_bound set_partitioning set_packing mixed_binary
hanoi5,hard,3862,3862,0,0,16399,39718,--,1931,binary variable_bound set_covering
haprp,easy,1828,0,1828,0,1048,3628,--,3673280.6808,decomposition aggregations general_linear
hawaiiv10-130,hard,685130,578444,0,106686,1388052,183263061,--,52425028.9449536,numerics aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack mixed_binary
hgms-det,hard,1322,547,0,775,9752,32367,hgms,-47314.0858741549,aggregations variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack mixed_binary
hgms30,open,23797,547,0,23250,281917,850486,hgms,-44338.3173275985*,aggregations variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack mixed_binary
hgms62,open,48597,547,0,48050,582237,1753238,hgms,-44837.24534313961*,aggregations variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack mixed_binary
highschool1-aigio,hard,320404,319686,718,0,92568,1562168,timetabling,0,benchmark benchmark_suitable aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack equation_knapsack general_linear
hypothyroid-k1,easy,2602,2601,1,0,5195,433884,hypothyroid,-2851,benchmark benchmark_suitable aggregations precedence set_covering binpacking general_linear
ic97_potential,easy,728,450,73,205,1046,3138,--,3941.99993090225,benchmark benchmark_suitable precedence mixed_binary general_linear
ic97_tension,easy,703,176,4,523,319,2070,--,3942,benchmark_suitable aggregations mixed_binary general_linear
icir97_potential,hard,2112,1235,422,455,3314,9942,--,6325,precedence mixed_binary general_linear
icir97_tension,easy,2494,262,573,1659,1203,22333,--,6375,benchmark benchmark_suitable aggregations mixed_binary general_linear
iis-glass-cov,easy,214,214,0,0,5375,56133,iis,21,binary benchmark_suitable set_covering
iis-hc-cov,easy,297,297,0,0,9727,142971,iis,17,binary benchmark_suitable set_covering
in,hard,1449074,1489,0,1447585,1526202,6811639,--,58,aggregations variable_bound mixed_binary
irish-electricity,easy,61728,9888,0,51840,104259,523257,--,3723497.591396,benchmark benchmark_suitable precedence variable_bound invariant_knapsack binpacking knapsack mixed_binary
irp,easy,20315,20315,0,0,39,98254,--,12159.492835397,benchmark binary benchmark_suitable set_partitioning
istanbul-no-cutoff,easy,5282,30,0,5252,20346,71477,--,204.08170701,benchmark benchmark_suitable aggregations variable_bound knapsack mixed_binary
ivu06,open,787239,787239,0,0,1177,8032303,ivu,142.86*,binary set_partitioning
ivu06-big,open,2277736,2277736,0,0,1177,23125770,ivu,140.74*,binary set_partitioning
ivu52,hard,157591,157591,0,0,2116,2179476,ivu,481.0068,binary set_partitioning invariant_knapsack knapsack mixed_binary
ivu59,open,2569996,2569996,0,0,3436,36186332,ivu,931.0*,binary set_partitioning
k16x240b,easy,480,240,0,240,256,960,fixed-cost-network-flow,11392.9999988446,decomposition benchmark_suitable variable_bound mixed_binary
k1mushroom,easy,8211,8210,1,0,16419,1697946,k1mushroom,-3288,benchmark benchmark_suitable set_covering binpacking general_linear
k1mushroomi,easy,48104,16419,31685,0,56312,1666560,k1mushroom,-3288,indicator numerics aggregations precedence variable_bound general_linear
khb05250,easy,1350,24,0,1326,101,2700,--,106940226,variable_bound mixed_binary
kosova1,open,614253,609591,4662,0,304931,3414761,timetabling,293.0*,aggregations precedence variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack equation_knapsack binpacking general_linear
kottenpark09,open,2893026,2892333,693,0,325547,13085485,timetabling,1715.0*,aggregations precedence variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack mixed_binary general_linear
l2p12,easy,11786,10906,590,290,21315,59629,l2p,5,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack general_linear
l2p1i,hard,317369,301560,15689,120,30784,641396,l2p,6,indicator numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack general_linear
l2p2i,easy,38196,13113,24938,145,47653,85208,l2p,8,indicator numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack general_linear
lectsched-1,easy,28718,28236,482,0,50108,310792,lectsched,0,feasibility benchmark_suitable aggregations precedence variable_bound integer_knapsack general_linear
lectsched-2,easy,17656,17287,369,0,30738,186520,lectsched,0,feasibility benchmark_suitable aggregations precedence variable_bound integer_knapsack general_linear
lectsched-3,easy,25776,25319,457,0,45262,279967,lectsched,0,feasibility benchmark_suitable aggregations precedence variable_bound integer_knapsack general_linear
lectsched-4-obj,easy,7901,7665,236,0,14163,82428,lectsched,4,benchmark_suitable aggregations precedence variable_bound set_covering integer_knapsack general_linear
lectsched-5-obj,easy,21805,21389,416,0,38884,239608,lectsched,24,benchmark benchmark_suitable aggregations precedence variable_bound set_covering invariant_knapsack integer_knapsack general_linear
leo1,easy,6731,6730,0,1,593,131218,--,404227536.16,benchmark benchmark_suitable variable_bound set_packing set_covering mixed_binary
leo2,easy,11100,11099,0,1,593,219959,--,404077441.12,benchmark benchmark_suitable variable_bound set_packing set_covering mixed_binary
liu,open,1156,1089,0,67,2178,10626,--,1084.0*,precedence mixed_binary
loopha13,easy,19356,18150,0,1206,23758,41809,--,6.40233,benchmark_suitable aggregations precedence variable_bound invariant_knapsack mixed_binary
lotsize,easy,2985,1195,0,1790,1920,6565,--,1480195,benchmark decomposition benchmark_suitable variable_bound set_packing invariant_knapsack mixed_binary
lr1dr02vc05v8a-t360,open,20810,12174,6471,2165,7560,58950,maritime,123046.8149370308*,aggregations variable_bound set_partitioning set_packing cardinality mixed_binary general_linear
lr1dr04vc05v17a-t360,open,36912,15326,17979,3607,12600,107170,maritime,252463.3952194264*,aggregations variable_bound set_partitioning set_packing integer_knapsack mixed_binary general_linear
lr1dr12vc10v70b-t360,open,193525,90670,93480,9375,56160,587100,maritime,1166516.57270949*,aggregations variable_bound set_partitioning set_packing integer_knapsack mixed_binary general_linear
lr2-22dr3-333vc4v17a-t60,open,109519,92865,0,16654,108566,435517,maritime,NA,no_solution decomposition aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack mixed_binary
lrn,easy,7253,2455,0,4798,8491,46123,--,44479255.12362,numerics aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack knapsack mixed_binary
mad,easy,220,200,0,20,51,2808,--,0.0268,benchmark benchmark_suitable set_partitioning set_packing invariant_knapsack mixed_binary
manna81,easy,3321,18,3303,0,6480,12960,--,-13164,variable_bound
map06,easy,164547,146,0,164401,328818,549920,map,-289,benchmark_suitable precedence variable_bound knapsack mixed_binary
map10,easy,164547,146,0,164401,328818,549920,map,-495,benchmark benchmark_suitable precedence variable_bound knapsack mixed_binary
map14860-20,easy,164547,146,0,164401,328818,549920,map,-922,benchmark_suitable precedence variable_bound knapsack mixed_binary
map16715-04,easy,164547,146,0,164401,328818,549920,map,-111,benchmark benchmark_suitable precedence variable_bound knapsack mixed_binary
map18,easy,164547,146,0,164401,328818,549920,map,-847,benchmark_suitable precedence variable_bound knapsack mixed_binary
mappingmesh3x3mpeg2i,easy,10470,4739,4369,1362,17055,33278,mapping,905,indicator numerics aggregations precedence variable_bound set_partitioning cardinality integer_knapsack mixed_binary general_linear
mario-t-hard5i,easy,73475,31022,30948,11505,85190,238314,mario,-4482,indicator numerics aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack mixed_binary general_linear
maritime-jg3d9,easy,92261,36960,0,55301,126621,627969,maritime,Infeasible,infeasible decomposition aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack mixed_binary general_linear
markshare1,easy,62,50,0,12,6,312,markshare,0.999999999999091,benchmark_suitable integer_knapsack general_linear
markshare2,hard,74,60,0,14,7,434,markshare,1,benchmark benchmark_suitable integer_knapsack general_linear
markshare_4_0,easy,34,30,0,4,4,123,markshare,1,benchmark benchmark_suitable integer_knapsack general_linear
markshare_5_0,easy,45,40,0,5,5,203,markshare,1,benchmark_suitable integer_knapsack general_linear
mas74,easy,151,150,0,1,13,1706,--,11801.18572,benchmark benchmark_suitable invariant_knapsack mixed_binary
mas76,easy,151,150,0,1,12,1640,--,40005.05399,benchmark benchmark_suitable invariant_knapsack mixed_binary
maxgasflow,easy,7437,2456,0,4981,7160,19717,--,-44565819157.51,decomposition numerics aggregations variable_bound mixed_binary
mc11,easy,3040,1520,0,1520,1920,6080,mc,11688.9999999997,benchmark decomposition benchmark_suitable variable_bound mixed_binary
mc7,easy,3040,1520,0,1520,1920,6080,mc,3417,decomposition benchmark_suitable variable_bound mixed_binary
mc8,easy,3040,1520,0,1520,1920,6080,mc,1566,decomposition benchmark_suitable variable_bound mixed_binary
mcsched,easy,1747,1745,0,2,2107,8088,--,211913,benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack general_linear
mik-250-20-75-1,easy,270,75,175,20,195,9270,mik_250,-49716,general_linear
mik-250-20-75-2,easy,270,75,175,20,195,9270,mik_250,-50768,general_linear
mik-250-20-75-3,easy,270,75,175,20,195,9270,mik_250,-52242,general_linear
mik-250-20-75-4,easy,270,75,175,20,195,9270,mik_250,-52301,benchmark benchmark_suitable general_linear
mik-250-20-75-5,easy,270,75,175,20,195,9270,mik_250,-51532,general_linear
milo-v12-6-r1-58-1,hard,4440,1500,0,2940,9540,25068,milo,634081.411203952,decomposition aggregations precedence variable_bound mixed_binary general_linear
milo-v12-6-r1-75-1,open,5698,1925,0,3773,12243,32174,milo,1153756.39820567*,decomposition aggregations precedence variable_bound mixed_binary general_linear
milo-v12-6-r2-40-1,easy,2688,840,0,1848,5628,14604,milo,326481.14282799,benchmark decomposition benchmark_suitable aggregations precedence variable_bound mixed_binary general_linear
milo-v13-4-3d-3-0,hard,516,120,0,396,996,2456,milo,273238.08563337,aggregations variable_bound mixed_binary general_linear
milo-v13-4-3d-4-0,open,688,160,0,528,1328,3292,milo,358152.2621937089*,aggregations variable_bound mixed_binary general_linear
mine-166-5,easy,830,830,0,0,8429,19412,mine,-566395707.9,binary benchmark_suitable precedence knapsack
mine-90-10,easy,900,900,0,0,6270,15407,mine,-784302337.6332,binary benchmark_suitable precedence knapsack
mining,open,348921,348920,0,1,661133,3844879,--,-833555203.4089005*,binary numerics precedence invariant_knapsack mixed_binary
minutedispatchstrategy,open,41761,20156,0,21605,80194,239480,--,3109.903477759654*,numerics precedence variable_bound invariant_knapsack mixed_binary
misc04inf,easy,4897,30,0,4867,1726,17253,misc,Infeasible,infeasible aggregations precedence variable_bound set_packing mixed_binary general_linear
misc05inf,easy,136,74,0,62,301,2946,misc,Infeasible,infeasible variable_bound set_partitioning set_covering cardinality mixed_binary general_linear
misc07,easy,260,259,0,1,212,8619,misc,2810,set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking general_linear
mitre,easy,10724,10724,0,0,2054,39704,--,115154.999999999,binary decomposition set_partitioning set_covering invariant_knapsack mixed_binary
mkc,hard,5325,5323,0,2,3411,17038,--,-563.8460100132,decomposition precedence variable_bound set_packing invariant_knapsack binpacking mixed_binary
mkc1,easy,5325,3087,0,2238,3411,17038,--,-607.20703,decomposition benchmark_suitable precedence variable_bound invariant_knapsack mixed_binary
mod008inf,easy,319,319,0,0,7,1562,mod,Infeasible,infeasible binary knapsack mixed_binary
mod010,easy,2655,2655,0,0,146,11203,mod,6548,binary set_partitioning cardinality binpacking
mod011,easy,10958,96,0,10862,4480,22254,mod,-54558535.59,numerics aggregations variable_bound set_packing mixed_binary
moj-mining,hard,67519,5171,0,62348,49916,1691236,--,-1256561010.473,numerics precedence mixed_binary
momentum1,easy,5174,2349,0,2825,42680,103191,momentum,109143.4935,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary
momentum2,easy,3732,1808,1,1923,24237,237087,momentum,12314.1,numerics aggregations precedence variable_bound set_partitioning invariant_knapsack binpacking mixed_binary general_linear
momentum3,open,13532,6598,1,6933,56822,562712,momentum,173904.8*,numerics aggregations precedence variable_bound set_partitioning binpacking mixed_binary general_linear
mrcpspj30-15-5i,easy,24376,6192,8921,9263,32659,56963,mrcpspj,24,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
mrcpspj30-17-10i,easy,26381,7386,10901,8094,34490,62166,mrcpspj,26,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
mrcpspj30-53-3i,easy,24220,6020,8938,9262,32618,56796,mrcpspj,34,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
msc98-ip,easy,21143,20237,53,853,15850,92918,--,19839497.0058743,numerics aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack integer_knapsack mixed_binary general_linear
mspsphard01i,easy,21531,10868,10663,0,32864,59860,mspsp,35,indicator numerics aggregations precedence variable_bound set_packing invariant_knapsack general_linear
mspsphard03i,easy,32266,18603,13663,0,56333,114618,mspsp,30,indicator numerics aggregations precedence variable_bound set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary general_linear
mtest4ma,easy,1950,975,0,975,1174,4875,--,52148,decomposition variable_bound set_packing mixed_binary
mushroom-best,easy,8468,8237,118,113,8580,188735,ustun,0.0553337612,benchmark benchmark_suitable variable_bound general_linear
mzzv11,easy,10240,9989,251,0,9499,134603,--,-21718,benchmark benchmark_suitable variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack general_linear
mzzv42z,easy,11717,11482,235,0,10460,151261,--,-20540,benchmark benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality general_linear
n13-3,easy,3472,0,186,3286,1723,13516,nxy-z,13385,decomposition benchmark_suitable aggregations mixed_binary general_linear
n2seq36f,easy,8100,8100,0,0,285,60948,nseq,52200,binary decomposition benchmark_suitable set_packing set_covering mixed_binary
n2seq36q,easy,22480,22480,0,0,2565,183292,nseq,52200,benchmark binary benchmark_suitable set_packing set_covering invariant_knapsack binpacking knapsack
n3700,open,10000,5000,0,5000,5150,20000,n37,1218974.9999999998*,decomposition variable_bound mixed_binary
n3705,open,10000,5000,0,5000,5150,20000,n37,1212657.0*,decomposition variable_bound mixed_binary
n3707,open,10000,5000,0,5000,5150,20000,n37,1186691.0*,decomposition variable_bound mixed_binary
n3709,open,10000,5000,0,5000,5150,20000,n37,1207965.0*,decomposition variable_bound mixed_binary
n370b,open,10000,5000,0,5000,5150,20000,n37,1236962.999999957*,decomposition variable_bound mixed_binary
n3div36,easy,22120,22120,0,0,4484,340740,nseq,130800,benchmark binary decomposition benchmark_suitable set_packing set_covering mixed_binary
n3seq24,easy,119856,119856,0,0,6044,3232340,nseq,52200,binary benchmark_suitable set_packing set_covering invariant_knapsack knapsack
n5-3,easy,2550,0,150,2400,1062,9900,nxy-z,8104.999999994,benchmark decomposition benchmark_suitable aggregations mixed_binary general_linear
n6-3,easy,7178,0,222,6956,2760,28268,nxy-z,15174.999303,decomposition benchmark_suitable aggregations mixed_binary general_linear
n7-3,easy,5626,0,174,5452,2336,22156,nxy-z,15425.99999997,decomposition benchmark_suitable aggregations mixed_binary general_linear
n9-3,easy,7644,0,252,7392,2364,30072,nxy-z,14409,decomposition benchmark_suitable aggregations mixed_binary general_linear
nag,open,2884,1350,35,1499,5840,26499,--,945*,aggregations precedence variable_bound set_partitioning mixed_binary general_linear
nb10tb,open,73340,16880,0,56460,150495,1172289,--,13796452423.08137*,decomposition numerics aggregations precedence variable_bound set_packing invariant_knapsack binpacking knapsack mixed_binary
neos-1061020,easy,14010,10333,3598,79,10618,114508,neos-pseudoapplication-11,-142745.3,numerics aggregations set_partitioning cardinality general_linear
neos-1067731,easy,8779,6330,0,2449,3423,30998,neos-pseudoapplication-11,1025102,benchmark_suitable aggregations set_partitioning mixed_binary
neos-1112782,easy,4140,2070,0,2070,2115,8145,neos-pseudoapplication-89,571844066711,decomposition numerics variable_bound mixed_binary
neos-1112787,easy,3280,1640,0,1640,1680,6440,neos-pseudoapplication-89,564772773667,decomposition numerics variable_bound mixed_binary
neos-1122047,easy,5100,100,0,5000,57791,163640,neos-pseudoapplication-46,161,benchmark benchmark_suitable precedence variable_bound mixed_binary
neos-1140050,hard,40320,38640,0,1680,3795,808080,neos-pseudoapplication-101,Infeasible,infeasible decomposition numerics set_partitioning mixed_binary
neos-1171448,easy,4914,2457,0,2457,13206,131859,neos-pseudoapplication-8,-309,benchmark benchmark_suitable variable_bound invariant_knapsack mixed_binary
neos-1171737,easy,2340,1170,0,1170,4179,58620,neos-pseudoapplication-80,-195,benchmark benchmark_suitable variable_bound set_packing mixed_binary
neos-1223462,easy,5495,5180,315,0,5890,47040,neos-pseudoapplication-12,-751.0000000645,benchmark_suitable variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack knapsack general_linear
neos-1324574,easy,5256,5256,0,0,5904,20880,neos-pseudoapplication-99,8,binary decomposition benchmark_suitable aggregations precedence cardinality
neos-1330346,easy,2664,2664,0,0,4248,13032,neos-pseudoapplication-49,8,binary decomposition benchmark_suitable aggregations precedence variable_bound cardinality
neos-1337307,easy,2840,2840,0,0,5687,30799,neos-pseudoapplication-13,-202319,binary decomposition benchmark_suitable precedence set_partitioning invariant_knapsack knapsack mixed_binary
neos-1354092,easy,13702,13282,420,0,3135,187187,neos-pseudoapplication-47,46,benchmark decomposition benchmark_suitable variable_bound set_partitioning general_linear
neos-1367061,easy,36600,625,350,35625,102750,260250,neos-pseudoapplication-76,31320456.264,benchmark_suitable variable_bound mixed_binary general_linear
neos-1396125,easy,1161,129,0,1032,1494,5511,neos-pseudoapplication-96,3000.0453373,benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
neos-1420546,open,26055,1125,0,24930,12671,67959,neos-pseudoapplication-9,23011.81329776996*,decomposition set_partitioning mixed_binary
neos-1420790,open,4926,540,0,4386,2310,12720,neos-pseudoapplication-9,3120.439334905983*,decomposition set_partitioning mixed_binary
neos-1423785,open,21506,1920,0,19586,25721,64082,neos-pseudoapplication-98,21893.26*,aggregations precedence variable_bound mixed_binary
neos-1425699,easy,105,5,80,20,89,430,neos-pseudoapplication-37,3179698976.99612,decomposition aggregations cardinality integer_knapsack general_linear
neos-1430701,easy,312,156,0,156,668,2868,neos-pseudoapplication-8,-77.0000000000018,decomposition benchmark_suitable variable_bound mixed_binary
neos-1442119,easy,728,364,0,364,1524,6692,neos-pseudoapplication-8,-181.000000000003,decomposition benchmark_suitable variable_bound mixed_binary
neos-1445532,easy,14406,1999,0,12407,1924,27736,neos-pseudoapplication-88,-17041,aggregations invariant_knapsack mixed_binary
neos-1445738,easy,20631,2150,0,18481,2145,40256,neos-pseudoapplication-88,-17380,benchmark_suitable aggregations invariant_knapsack mixed_binary
